Date,Product Category,Region,Product Name,Value
23-06-2023,Books,Southwest,yes,6619.695479
26-05-2023,Toys,Midwest,Mrs,8998.077491
08-06-2023,Clothing,Southwest,hour,2909.086098
13-07-2023,Home Appliances,Southwest,help,3167.670301
25-06-2023,Toys,Northeast,west,4032.490034
15-07-2023,Books,Northeast,long,9730.401662
29-12-2022,Toys,Northeast,heart,2026.61098
24-05-2023,Electronics,Midwest,picture,334.1877025
11-04-2023,Electronics,Southeast,present,6423.199761
27-07-2023,Toys,Midwest,recent,4294.502103
06-11-2022,Home Appliances,Southwest,produce,107.2742104
25-09-2023,Clothing,West,whether,8424.519159
28-11-2022,Books,Southwest,TRUE,5006.228807
08-02-2023,Clothing,West,tell,85.00756062
02-05-2023,Home Appliances,Midwest,sort,9893.690513
23-09-2023,Home Appliances,Midwest,whose,2062.536423
08-05-2023,Clothing,Southeast,week,9644.480876
07-08-2023,Books,Northeast,despite,6875.502599
26-05-2023,Home Appliances,Northeast,Republican,7968.563574
05-10-2023,Electronics,Southwest,source,1292.812434
31-08-2023,Books,Midwest,hair,8628.215212
24-08-2023,Electronics,Southwest,thank,1427.941444
12-11-2022,Toys,West,cause,9935.601768
23-06-2023,Toys,Midwest,next,6788.267113
05-03-2023,Clothing,Southeast,kind,618.1053704
12-03-2023,Toys,Southwest,open,413.2714944
06-09-2023,Toys,Northeast,card,4428.430066
11-09-2023,Toys,Southwest,material,3080.420009
14-01-2023,Toys,Northeast,mention,9467.301183
21-08-2023,Electronics,Midwest,quickly,9065.176831
11-12-2022,Electronics,Midwest,health,3191.134211
18-08-2023,Electronics,West,get,3917.998606
09-02-2023,Toys,Southeast,impact,1477.842965
04-05-2023,Electronics,Northeast,religious,9596.35907
04-11-2022,Books,Northeast,step,8084.350812
25-01-2023,Clothing,Midwest,tend,2286.507501
21-02-2023,Toys,Southeast,per,8888.303683
10-10-2023,Electronics,Northeast,owner,431.6661201
06-04-2023,Electronics,Southwest,one,5023.238575
13-08-2023,Home Appliances,Northeast,sing,7330.293846
23-07-2023,Books,Northeast,Congress,2092.574438
24-10-2022,Electronics,Southwest,enter,1753.627429
24-10-2022,Home Appliances,Midwest,tax,5013.047726
19-02-2023,Electronics,Southeast,middle,3760.915225
16-09-2023,Home Appliances,Southeast,body,1723.082346
14-04-2023,Home Appliances,Southeast,without,6612.782007
16-08-2023,Toys,Northeast,add,7275.392005
28-10-2022,Clothing,Northeast,watch,5074.443901
22-04-2023,Clothing,Southeast,individual,1840.938825
27-09-2023,Home Appliances,West,apply,64.60698582
19-02-2023,Electronics,Southeast,address,3624.771073
12-01-2023,Home Appliances,Northeast,son,6903.193146
08-02-2023,Books,Southeast,including,3105.55903
09-03-2023,Home Appliances,West,series,820.6344446
14-10-2023,Toys,Southeast,heavy,7778.689714
01-02-2023,Toys,West,system,966.3879282
05-11-2022,Books,Northeast,throughout,5596.778683
28-11-2022,Clothing,Northeast,although,8023.812902
27-09-2023,Books,Midwest,ready,8649.578424
26-11-2022,Home Appliances,Northeast,happen,9770.082523
25-12-2022,Toys,Southeast,daughter,3599.194695
30-05-2023,Electronics,West,expert,8424.713799
05-04-2023,Toys,Southwest,surface,7473.444676
06-10-2023,Clothing,Southwest,increase,6514.525474
11-11-2022,Clothing,Northeast,north,5685.717772
10-10-2023,Toys,West,several,9083.979719
14-06-2023,Home Appliances,Northeast,deal,908.8671492
02-01-2023,Clothing,Midwest,require,5322.830708
31-07-2023,Home Appliances,Southeast,character,66.57120097
20-06-2023,Home Appliances,Southwest,life,8582.823316
05-08-2023,Books,West,thousand,7568.834967
02-04-2023,Books,Midwest,defense,1416.156888
20-01-2023,Electronics,Northeast,but,7442.491717
29-05-2023,Books,Midwest,executive,6164.054564
24-05-2023,Electronics,Midwest,fall,1574.452252
20-12-2022,Clothing,Northeast,probably,9358.154152
02-09-2023,Home Appliances,Northeast,perform,2227.255329
12-05-2023,Toys,Southwest,actually,6180.90022
14-10-2023,Electronics,West,item,1682.434123
29-03-2023,Electronics,Southeast,figure,3077.383305
01-09-2023,Books,West,plan,4328.136156
09-03-2023,Toys,Southeast,kitchen,5739.836979
27-09-2023,Toys,Northeast,meeting,341.6546237
24-02-2023,Electronics,Midwest,late,181.4863858
13-01-2023,Clothing,Midwest,out,5985.569625
16-09-2023,Books,Southwest,sense,6647.155029
23-01-2023,Home Appliances,Southeast,where,5354.703122
02-05-2023,Home Appliances,West,about,6336.414582
24-06-2023,Home Appliances,Southwest,store,6013.251349
06-08-2023,Electronics,Midwest,computer,9291.396296
02-05-2023,Clothing,Midwest,paper,8857.996835
19-05-2023,Books,West,nothing,3469.515814
14-03-2023,Electronics,Southwest,medical,2223.210211
30-04-2023,Toys,West,mother,8448.086672
21-07-2023,Home Appliances,Southeast,moment,6376.998627
12-12-2022,Books,Southeast,coach,154.6621449
06-07-2023,Toys,Northeast,research,9510.041521
02-11-2022,Clothing,Southeast,like,776.1864619
11-08-2023,Home Appliances,Northeast,later,6382.795677
02-10-2023,Home Appliances,West,very,6941.681609
05-08-2023,Electronics,Northeast,admit,1958.617853
16-09-2023,Toys,Southeast,over,3582.906567
21-11-2022,Electronics,Southeast,manager,3442.112847
16-08-2023,Books,Midwest,parent,9435.689967
23-06-2023,Clothing,West,particular,9231.897034
29-09-2023,Electronics,Midwest,soldier,3981.89222
20-01-2023,Clothing,Midwest,fast,7873.437989
28-05-2023,Electronics,Southeast,news,5848.848288
15-04-2023,Clothing,Northeast,fill,8187.027788
27-12-2022,Toys,Northeast,political,973.2806115
18-04-2023,Books,Southeast,test,9738.378028
09-02-2023,Electronics,Midwest,that,9327.835945
14-04-2023,Home Appliances,Northeast,such,7608.253913
10-09-2023,Clothing,Southwest,perhaps,5270.686776
16-08-2023,Toys,Southeast,respond,399.4329535
30-04-2023,Clothing,Southwest,and,846.0316756
13-03-2023,Books,Northeast,old,5831.571297
18-12-2022,Clothing,Midwest,close,8434.606438
31-12-2022,Books,Northeast,key,9391.718622
31-01-2023,Clothing,Southwest,choose,30.03173739
20-01-2023,Toys,Northeast,five,5426.693668
30-09-2023,Toys,Midwest,player,3956.59545
02-02-2023,Books,Midwest,author,3486.07354
18-11-2022,Clothing,Northeast,could,7063.68565
22-11-2022,Books,Midwest,marriage,6200.85054
21-08-2023,Clothing,West,soon,7283.343654
05-05-2023,Books,Midwest,almost,5766.148981
16-06-2023,Clothing,Northeast,lose,6095.109038
30-05-2023,Home Appliances,Southwest,follow,8682.087213
17-05-2023,Books,Southwest,conference,8870.082327
28-04-2023,Clothing,West,laugh,5709.968405
16-04-2023,Electronics,Southwest,appear,4239.553192
23-03-2023,Clothing,Southwest,us,4374.918973
02-10-2023,Clothing,Midwest,sometimes,8394.404557
03-03-2023,Toys,Southeast,piece,9316.939393
27-11-2022,Home Appliances,Midwest,identify,332.6735537
09-01-2023,Electronics,Southeast,or,6940.109244
22-06-2023,Clothing,West,nearly,9177.975753
22-11-2022,Electronics,Northeast,relationship,7124.567712
03-10-2023,Home Appliances,Northeast,involve,9823.18212
26-05-2023,Clothing,Southeast,mission,2672.436114
19-05-2023,Clothing,West,exactly,8315.314347
26-07-2023,Toys,Northeast,always,5337.891628
18-09-2023,Toys,Midwest,financial,4275.548773
20-10-2022,Home Appliances,Southwest,just,2456.72008
19-07-2023,Clothing,Northeast,today,2803.887707
01-09-2023,Electronics,Southwest,themselves,6814.324375
10-04-2023,Clothing,Northeast,cold,8840.935099
27-09-2023,Toys,Southeast,small,5559.918016
03-11-2022,Home Appliances,West,join,2127.930357
11-06-2023,Electronics,Southeast,bad,4928.141042
22-08-2023,Clothing,West,visit,2838.548659
31-05-2023,Books,Midwest,environment,2219.395935
05-07-2023,Clothing,Midwest,organization,9428.771501
10-08-2023,Electronics,Midwest,painting,8810.018616
01-02-2023,Books,West,gun,9930.915432
26-06-2023,Toys,Southeast,wide,464.396664
17-03-2023,Toys,Northeast,example,2234.956972
17-02-2023,Books,Southwest,fact,7204.176812
17-09-2023,Electronics,West,collection,6048.211248
29-05-2023,Toys,Northeast,company,7153.188337
05-07-2023,Home Appliances,Southwest,film,7643.18137
09-10-2023,Electronics,Southeast,here,7423.195146
17-10-2022,Home Appliances,Southeast,easy,122.8325416
03-06-2023,Clothing,West,according,1537.029607
15-04-2023,Electronics,West,central,5994.501082
31-05-2023,Home Appliances,West,building,7794.663776
15-07-2023,Clothing,Southwest,public,7195.334835
02-05-2023,Home Appliances,Midwest,others,3446.088047
09-08-2023,Books,West,thing,3978.489915
23-03-2023,Home Appliances,Southwest,board,2696.423313
19-11-2022,Books,West,country,5676.220255
25-07-2023,Home Appliances,Midwest,finish,9309.618543
19-04-2023,Home Appliances,Midwest,sure,4640.050858
10-02-2023,Clothing,Southeast,image,4666.205408
09-05-2023,Toys,Midwest,shake,3474.715946
01-07-2023,Home Appliances,Northeast,center,2919.213818
27-10-2022,Books,Southeast,market,2929.248571
29-07-2023,Electronics,Southeast,available,4877.870466
29-06-2023,Books,Southeast,simple,7034.74284
31-05-2023,Clothing,West,agreement,4405.870079
25-05-2023,Electronics,Northeast,between,3360.694372
30-10-2022,Clothing,West,condition,74.09196655
22-02-2023,Toys,Southwest,wall,8028.573234
17-09-2023,Clothing,Northeast,project,9219.573157
20-09-2023,Books,Southeast,word,54.86106071
24-08-2023,Books,Midwest,prove,7540.841235
03-06-2023,Toys,West,chair,4999.520421
16-11-2022,Electronics,Southeast,good,7842.720696
11-04-2023,Clothing,Southwest,indeed,1010.472287
10-01-2023,Clothing,West,century,683.8670078
16-12-2022,Toys,Midwest,road,2045.742146
04-04-2023,Clothing,Northeast,away,7633.481375
03-12-2022,Clothing,West,party,5331.911514
30-06-2023,Clothing,Midwest,try,3292.800103
20-07-2023,Electronics,Midwest,senior,5393.243371
09-03-2023,Home Appliances,Southeast,television,115.1766694
15-06-2023,Toys,West,ask,7593.825507
27-04-2023,Home Appliances,Midwest,article,5870.767668
29-04-2023,Electronics,Southeast,morning,5142.772187
15-10-2022,Electronics,Northeast,phone,3440.501653
05-06-2023,Electronics,Midwest,down,5066.90696
18-09-2023,Electronics,West,leave,486.3569262
17-01-2023,Home Appliances,West,similar,8741.924465
03-04-2023,Books,Northeast,memory,5569.631838
16-10-2022,Electronics,West,would,792.8261165
27-07-2023,Electronics,Southeast,general,905.2287627
27-10-2022,Electronics,Northeast,day,7394.396009
01-06-2023,Clothing,Southwest,western,7557.704743
11-12-2022,Books,West,read,8379.318099
05-08-2023,Books,Southeast,study,5713.927442
01-12-2022,Books,Southwest,single,977.4739066
22-04-2023,Electronics,Northeast,put,8146.500093
17-08-2023,Toys,Southwest,agree,1055.783792
14-03-2023,Toys,Southeast,traditional,8922.93127
23-11-2022,Toys,West,bag,2356.869413
23-10-2022,Clothing,West,method,1243.701331
25-08-2023,Clothing,Southeast,live,636.6973813
23-05-2023,Clothing,Northeast,south,9574.740921
01-04-2023,Home Appliances,Midwest,outside,2621.557822
27-09-2023,Electronics,Southwest,minute,3977.777454
31-03-2023,Electronics,West,state,3268.27047
28-03-2023,Home Appliances,Midwest,above,6642.613569
01-02-2023,Toys,West,gas,101.9899362
22-11-2022,Toys,Southwest,difference,6917.379823
23-02-2023,Home Appliances,Midwest,control,5985.399168
02-04-2023,Toys,Northeast,take,3326.174397
30-05-2023,Books,Midwest,popular,5987.628357
20-07-2023,Electronics,Northeast,use,8015.338551
06-11-2022,Books,West,international,6485.567124
19-04-2023,Books,Southwest,blue,4329.266512
28-10-2022,Clothing,West,smile,4651.079118
28-05-2023,Home Appliances,Midwest,among,8517.029887
05-09-2023,Home Appliances,Midwest,form,8867.063352
08-09-2023,Home Appliances,Southeast,college,5663.973147
26-12-2022,Electronics,Midwest,alone,3204.999127
11-05-2023,Toys,Southwest,president,2044.976924
11-06-2023,Books,West,him,409.550305
03-04-2023,Books,West,pull,2260.877274
10-02-2023,Electronics,West,policy,4952.567012
27-01-2023,Toys,Southeast,begin,5897.446637
05-07-2023,Home Appliances,Southwest,check,3392.12038
04-01-2023,Home Appliances,Midwest,believe,3082.015406
19-02-2023,Books,Northeast,along,6841.941906
20-09-2023,Books,West,participant,7966.627383
17-02-2023,Books,Southwest,dinner,4928.972647
01-11-2022,Books,Midwest,garden,5298.012914
04-02-2023,Electronics,Midwest,speech,942.8709402
16-09-2023,Home Appliances,Midwest,voice,1822.42302
01-08-2023,Toys,Northeast,success,6165.932028
14-08-2023,Clothing,Southeast,clear,9318.674792
23-04-2023,Home Appliances,Southeast,economy,8058.152187
13-12-2022,Books,Northeast,man,9455.049273
17-12-2022,Electronics,Southeast,those,5252.299774
04-05-2023,Home Appliances,Southeast,compare,6735.405834
11-12-2022,Electronics,Midwest,responsibility,3290.63757
13-06-2023,Clothing,West,idea,4537.017686
06-01-2023,Books,Southeast,stand,4764.28821
12-09-2023,Clothing,Northeast,your,684.2619975
10-02-2023,Clothing,West,foot,2949.627067
11-08-2023,Toys,Midwest,who,9502.459457
21-12-2022,Books,Southeast,newspaper,8241.814763
01-12-2022,Clothing,West,southern,4218.062168
07-08-2023,Home Appliances,Southwest,sea,3087.689944
31-03-2023,Home Appliances,Midwest,fly,8108.295257
26-05-2023,Books,Midwest,air,5266.65709
13-10-2023,Clothing,Southwest,first,5261.213612
23-12-2022,Home Appliances,Southwest,move,2475.200925
10-01-2023,Toys,West,decision,5504.414929
06-01-2023,Books,West,short,6027.328018
22-11-2022,Toys,Southeast,think,1754.02284
25-12-2022,Books,Southwest,water,757.3676724
28-11-2022,Toys,Southwest,lot,99.09567443
12-04-2023,Home Appliances,Northeast,them,1292.590202
05-07-2023,Toys,Northeast,plant,4680.540283
31-10-2022,Toys,Southwest,part,8980.61728
10-10-2023,Toys,West,pay,6669.579925
11-05-2023,Home Appliances,West,attack,3734.876763
12-12-2022,Toys,Southwest,clearly,9187.197256
24-08-2023,Toys,Southeast,value,36.31263971
29-09-2023,Books,West,thus,1993.322662
25-04-2023,Books,Northeast,cost,5305.324751
17-05-2023,Books,Northeast,modern,5378.500654
15-11-2022,Books,Northeast,understand,973.7965936
18-01-2023,Toys,Southeast,city,8412.493631
13-01-2023,Clothing,West,hold,8363.932308
29-09-2023,Books,Southwest,future,817.2822888
01-02-2023,Electronics,Northeast,allow,7937.424126
13-01-2023,Home Appliances,Northeast,can,4057.0438
31-08-2023,Clothing,Northeast,ever,6667.933121
07-08-2023,Electronics,Northeast,wind,8892.391164
16-10-2022,Clothing,Midwest,nor,9470.420296
21-04-2023,Clothing,Southwest,employee,6411.418055
03-06-2023,Home Appliances,West,up,4722.062698
19-06-2023,Toys,Midwest,artist,3829.965642
27-07-2023,Books,Southwest,affect,9719.1951
19-04-2023,Home Appliances,Northeast,eye,1378.105093
23-04-2023,Clothing,Northeast,Democrat,8729.229681
09-08-2023,Toys,Northeast,business,5427.902894
28-02-2023,Home Appliances,Southeast,size,6170.062381
07-09-2023,Clothing,Midwest,green,2232.104369
28-08-2023,Books,West,face,5673.474435
19-09-2023,Home Appliances,Northeast,again,8092.141107
23-12-2022,Electronics,Southeast,say,9849.327099
15-07-2023,Toys,Southeast,reflect,1614.481302
12-10-2023,Toys,West,at,6582.886253
23-10-2022,Books,Southeast,economic,7690.373674
31-10-2022,Books,Midwest,hear,6847.012837
19-11-2022,Home Appliances,Northeast,site,8110.144687
10-11-2022,Books,Southwest,upon,5108.577719
03-11-2022,Toys,Northeast,grow,9723.883415
14-08-2023,Home Appliances,Midwest,school,3815.997841
05-06-2023,Toys,Midwest,wish,8962.503574
28-01-2023,Home Appliances,Northeast,effect,3043.92009
15-06-2023,Books,Southwest,nation,7236.085268
16-01-2023,Books,Southeast,evening,3918.199897
07-07-2023,Clothing,West,amount,9537.578859
03-08-2023,Toys,Southeast,rate,2060.647992
26-08-2023,Toys,Midwest,skin,4376.31115
13-03-2023,Toys,West,strong,6250.815111
05-05-2023,Clothing,West,society,7543.707758
26-04-2023,Home Appliances,Midwest,nice,1440.655068
14-05-2023,Electronics,Northeast,commercial,2465.772105
07-09-2023,Home Appliances,Southeast,sound,8796.818312
26-04-2023,Toys,Midwest,he,8944.821358
23-03-2023,Clothing,West,bit,408.2094484
17-09-2023,Clothing,West,pretty,3071.451025
17-11-2022,Electronics,Northeast,likely,9443.615846
21-09-2023,Toys,West,box,4713.396579
10-05-2023,Electronics,Northeast,few,8113.29929
15-08-2023,Home Appliances,West,great,7147.384261
07-11-2022,Clothing,Southeast,PM,1808.984554
14-03-2023,Books,Midwest,find,4915.179189
30-12-2022,Electronics,Northeast,response,2773.019457
05-08-2023,Toys,West,new,4400.916889
15-12-2022,Clothing,West,investment,2243.242838
28-09-2023,Clothing,Midwest,assume,5038.435926
